link_text,main_image_src,description_text
"FIDE World Cup: Praggnanandhaa's tenacity makes him a huge talent, says Anand",https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/r-praggnanandhaa-224810-16x9.jpg?VersionId=O0GoUNyfxxYvHaP9U8b2cY0HMdkAdUwq&size=690:388,"Listen to Story Legendary Viswanathan Anand heaped praise on Rameshbabu Praggnanandhaa, saying the 18-year-old's competitive nature, tenacity and sensible decision-making skills make him stand out from the rest. Anand's comments came after Praggnanandhaa drew the first classical game of FIDE Chess World Cup 2023 final in Baku against World No. 1 and 5-time winner Magnus Carlsen on Tuesday, August 22.   in the first game of the final after 35 moves. Anand, speaking exclusively to India Today, suggested that Praggnanandhaa missed an opportunity to put Carlsen under pressure with the white pieces and that the young Indian should brace for an aggressive game from the World No. 1, who will be playing whites in the second classical game of the Chess World Cup final on Wednesday.  However, Anand backed Praggnanandhaa's fighting skills, lauding the youngster for his incredible run to the final. ""It's a great moment for Indian chess. It's a great moment for Pragg. Just to give you an idea, I have won two World Cups. Pragg will be the first Indian to play in a World Cup final after I played. But by strange coincidence, that's the one gap in Carlsen's tournament record. He has never won a World Cup. He reached the World cup final for the first time. They are both playing for a win for the first time, which is curious,"" Viswanathan Anand said.  Praggnanandhaa R about tomorrow's second game against Carlsen: ""It'll be a fight. He'll definitely push very hard. I'll try to rest and come fresh, I think that's the best I can do.""    
— International Chess Federation (@FIDE_chess)  Anand, who won the World Cup in 2000 and 2002, highlighted Praggnanandhaa's victories over World No. 3 Fabiano Caruana and and World No. 2 Hikaru Nakamura, saying the youngster's ability to compete with the best at such a young age sets him for a great future.  Anand said Praggnanandhaa has the ability to get out of difficult positions, consistently and it makes him a difficult opponent to deal with, especially in knockout games in tournaments like the World Cup.  ""He is a huge talent. At such a young age, he has shown that he has what it takes to go all the way. He has all the qualities you need, tenacity, ability to keep playing under pressure. He has huge competitive skills as well. He is not only about knowledge, he competes at a very high level as well. People are so excited about him. ""It's a combination of tenacity. He consistently saves difficult positions which means that it's not just enough to get into good positions against him. You have to knock him out. It's a very useful quality because the harder it is for the opponent to knock you out, the more discouraged they become. He has been able to do it against the strongest players. He did that against the No. 2. He was in a difficult spot but one good chance and he went for it. ""He is able to play against players like Carlsen who put pressure on you during all phases of the game. To be able to absorb that and give it back and keep making good moves is wonderful. It's his composure and It's a combination of good nerves, fitness, and sensible decision-making that is making him play good chess,"" he added.  Praggnanandhaa demonstrated his exceptional skills and strategic acumen. He defeated the world number three, Fabiano Caruana, in the semi-finals, making him the first Indian since Viswanathan Anand in 2002 to reach the final of the FIDE World Cup. This victory was particularly impressive as Caruana was five points ahead of the world number three, marking a significant achievement for the young Indian Grandmaster. Praggnanandhaa's spot in the final earned him a place in next year's Candidates Tournament, which will determine the challenger in the 2024 World Chess Championship. This is a significant achievement for the young Grandmaster, who became only the 2nd Indian after Anand to feature in the Candidates Tournament. "
"Had to create an impact, says Haris Rauf after career best figures in 1st ODI",https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/haris-raufjpeg-010407-16x9_0.jpeg?VersionId=cNqEVmj33o6VlzNU44uIi6owvulP025Q&size=690:388,"Listen to Story Pakistan   by thrashing Afghanistan in Hambantota on Tuesday, 22 August. Defending an underwhelming target of 202 runs in the 1st ODI match, Pakistan pacers ripped apart Afghanistan and bundled them out for just 59 runs in the second innings of the game.  Shaheen Shah Afridi, Naseem Shah and Haris Rauf were all among wickets as Pakistan found an abundance of pace and swing in the Sri Lankan pitches. Haris Rauf was the pick among the bowlers picking up his career-best 5/18 after bowling 6.2 overs in the game. He found support from Shaheen Afridi, who brought upon the collapse after picking up the first two wickets and Naseem Shah who registered impressive figures of 5-0-12-1.  Speaking in the post-match presentation, Rauf said that he knew the conditions well and he was glad to have created an impact.  ""Feeling very well and used the conditions well. I think so, it doesn't matter if it's a low scoring game. We had to create impact and glad we did that. We bowled the hard lengths and we bowled well. Yes, they did their job and made my job easier. When I am bowling, I just try to keep it simple and focus on my strengths. I maintain my strengths,"" Rauf said while accepting the player of the match award. Pakistan were once again rescued by the bowling attack after putting up a substandard display with the bat. Both Babar Azam and Mohammad Rizwan failed in the first innings and got dismissed to Mujeeb Ur Rahman. The Pakistan captain spoke after the match and said that they wanted to reach 250 runs. He accepted that the batting effort was not good and said that he will learn from his mistakes.   ""In the toss, I wanted to put the runs on the board. We wanted 250. But batting was not good. Imam and Iftikhar batted well. But the others failed. We wanted to keep it simple and hit the right lines and lengths to get dot balls. Shaheen and Naseem started well and Haris Rauf did his part. Yes, pressure is there, but I learn from my mistakes. The way team is playing, I think is positive for us and I am happy with them and their performance,"" Babar said."
"Today Gemini Horoscope, August 23, 2023: Pay attention to health!",https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/gemini-horoscope-070834-16x9_16.jpg?VersionId=N9g0gnWS4JuTMNpCLqJd1ioYDU458zzl&size=690:388,"Listen to Story What will your day look like in terms of health, romance, finance and fortune? Read everything here. Monetary gains: You will focus on important goals. Your courage and activity will influence everyone. You will complete various tasks swiftly. You will excel in artistic skills. Work will be better. Positive impact on profits will remain. Trust in colleagues will continue. Stay alert towards opposition. You will enhance activity. Business and work will progress confidently. Do not hesitate in significant efforts. Financial aspect will remain strong. Performance at work will improve. Show promptness. Love life:  Emotional growth will continue. You will receive good news from all sides. You will give time to friends. You will maintain harmony. Joy will prevail in the family. Travel for entertainment is likely. Love relationships will be strong. The relationship will prosper. You will meet loved ones. Respect experienced individuals. Health: Mutual trust will increase. You will speed up important tasks. Surprise your family members. Share happiness and comfort. You will succeed in conversations.  Lucky numbers: 2,5,8 Lucky colour: Light Green"
What makes Praggnanandhaa a special chess talent? Viswanathan Anand decodes,,"Speaking to India Today's Consulting Editor Rajdeep Sardesai, legendary Viswanathan Anand said R Praggnanandhaa's tenacity and good decision-making skills under pressure make him one of the finest young talents in the world of chess.  Dr Surendra Pal, former Isro director, said that he is confident that Chandrayaan-3 will land on the moon. Isro's Chandrayaan-3 is scheduled for a soft-landing on the moon's south polar region on Wednesday.  Prime Minister Narendra Modi who is in South Africa for the BRICS summit will virtually attend the Chandrayaan-3 landing programme on Wednesday. From Chandrayaan 1 to Chandrayaan 3, Isro has made numerous groundbreaking contributions that transformed only India’s space program."
World Athletics: Asian champion Jyothi fails to qualify for hurdles semi-finals,https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/jyothi-yarraji-225648-16x9.jpg?VersionId=rt5Xf5znP2yNdfWODcTUmP7pHIo444W_&size=690:388,"Listen to Story India's top hurdle star Jyothi Yarraji failed to make it to the semi-finals of the women's 100m hurdles as Indian athletes continued to disappoint at the World Athletics Championships 2023 in Budapest. Jyothi clocked 13.05s in Heat 4 of the women's 100m hurdles, finishing 29th overall among the 43-woman field at the world meet on Tuesday.  Jyothi Yarraji finished 7th in her heat and her timing was way off her personal best of 12.78s. Matching her personal best would have carried her into the semi-finals as the top 4 from each of the 5 heats and the four next fastest athletes made it to the next round.  Jyothi Yarraji headed into the World Athletics Championships as one of the brightest prospects to make the final as she had impressed in the Asian Athletics Championships earlier this year, winning her maiden Gold medal in women's 100m hurdles at a major senior international event. On August 4, 2023, she clocked an impressive 12.78 seconds in the women's 100m hurdles final at the World University Games, Shuangliu Sports Centre, Chengdu, surpassing her previous national record of 12.82 seconds set in October 2022.  Asian champion Jyothi Yarraji clocks 13.05 seconds to finish 7th in her 100m hurdles heat today. Top 4 in each heat and 4 fastest runners advance to semis.      
— Athletics Federation of India (@afiindia)  Jyothi had made it a habit to finish on the podium in 100m hurdles, impressing at events like T-Meeting, Sportpark Stappegoor, Tilburg and Kurpfalz Gala, Sepp-Herberger-Stadion, Weinheim in May.  The Indian star was expected to make a splash but it seems the pressure of the world stage got to her. She was competing against Olympic medalist Jasmine Camacho-Quinn and European medalists Ditaji Kambundji and Nadine Visser in her heat on Tuesday. Meanwhile, India's Krishan Kumar failed to make the men's 800m hurdles semi-final after finishing 7th in Heat 1 with a timing of 1.50.36s. Only the top 3 in each heat and the next 3 fastest men made it to the semi-final. It's been a disappointing show from Indian athletes so far at the World Championships in Budapest. Commonwealth Games silver medalist Avinash Sable missed out on making the 3000m steeplechase final after finishing 7th in his heat with a timing of 1 8:22.24s.  Long jumper Shaili Singh finished 14th in women's long jump qualification Group B with a best attempt of 6.40m.  The trio of Praveen Chithravel, Abdulla Aboobacker & Eldhose Paul failed to make it to the final of men's triple jump, coming up with underwhelming showings. "
"NZ add Ian Bell, Stephen Fleming in coaching ranks ahead tours away from home",https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/stephen-fleming-220312-16x9.jpg?VersionId=mNsSjQyPrnUfiaeSC1h3ML5aFR49Q0Nc&size=690:388,"Listen to Story The New Zealand cricket team is gearing up for an action-packed four months with a bolstered coaching staff, including former England players Ian Bell and James Foster. Alongside them, Saqlain Mushtaq and former New Zealand captain Stephen Fleming will contribute their expertise on a series-by-series basis. Ian Bell, once a prominent figure in the English cricket team, will take on the role of assistant coach during the upcoming T20I series against England, slated to commence later in August. Following this, Bell's responsibilities will shift to that of a batting coach for the upcoming four-game ODI series scheduled to kick off on September 8. This role will further extend as the team embarks on a pivotal tour to Bangladesh from September 21 to 26. During this Bangladesh tour, Luke Ronchi will temporarily assume the head coach position, with Gary Stead, the head coach, taking a short break ahead of the ODI World Cup. This transitional arrangement is aimed at preparing for the impending ICC Men's Cricket World Cup 2023. James Foster, who last contributed to the Blackcaps in 2018, is making a return as an assistant coach for the team during the England ODI series. Currently, Foster is also serving as an assistant coach for the Kolkata Knight Riders in the Indian Premier League. His coaching responsibilities will expand to encompass the much-anticipated World Cup campaign, slated for October and November. Stephen Fleming, a revered figure in New Zealand cricket, is making his second appearance as part of the coaching staff. His insights and experience will undoubtedly prove valuable to the team's strategies and performance. In the spin bowling department, Saqlain Mushtaq will step in as the coach for the Bangladesh Test series in December. This follows his involvement with the team's successful white-ball tour of Pakistan in April. Post the conclusion of the World Cup, head coach Gary Stead will return to New Zealand to focus on preparations for the upcoming summer cricket season. During this transition, Luke Ronchi will take over the reins as the head coach for the Bangladesh Test matches. As the Blackcaps gear up for a series of high-stakes tournaments and tours, this strategic reinforcement of their coaching staff signifies their commitment to achieving top-tier performance and success on the international cricket stage. ""We’re delighted with the caliber of coaches we’ve been able to confirm to assist the Blackcaps on the various tours,"" New Zealand Cricket team manager Simon Insley said. ""New voices don’t just freshen things up for the players but they also bring new ideas and energy to the whole group which is especially important on away tours."""
Technology,,"Some older iPhone models will not receive the upcoming iOS 17 update, so it's important to check if your phone is compatible. Apple is also rumored to launch the iPhone 15 range, new Apple Watches, and AirPods at an event in September 2023, with improved features and designs. Realme has confirmed its plans to launch the Realme GT 5 smartphone, and it's shaping up to be an exciting addition to the market, particularly due to its use of giving an option to adjust CPU clock speed. Here is what this means and why people should care. If you're considering a new smartphone on a budget of around Rs 35,000, let us give you 4 reasons why the iQOO Neo 7 Pro 5G should be at the top of your wishlist and 1 reason why you should skip it. People who use Uber know that you cannot cancel the ride once the driver has reached your pickup point without paying a cancellation fee. But that’s not exactly accurate. You can cancel an Uber cab with paying any penalty at the last minute under certain circumstances.  If you're considering a new smartphone on a budget of around Rs 35,000, let us give you 4 reasons why the iQOO Neo 7 Pro 5G should be at the top of your wishlist and 1 reason why you should skip it. Uber's CEO, Dara Khosrowshahi, steps into the shoes of a delivery driver to gain insight into the complex challenges faced by Uber drivers, particularly in food delivery. From struggling to locate drop-off points to encountering unexpected scenarios like a touch football game, Khosrowshahi emphasizes the importance of understanding the driver experience and highlights issues such as tip-baiting and disruptive passengers. In the latest move to entice iPhone users to switch to “Flip Side” of Android, Samsung has updated its Try Galaxy app. The app now allows iPhone users to experience Galaxy Fold on iOS.  Some older iPhone models will not receive the upcoming iOS 17 update, so it's important to check if your phone is compatible. Apple is also rumored to launch the iPhone 15 range, new Apple Watches, and AirPods at an event in September 2023, with improved features and designs. IBM CEO Arvind Krishna states that generative AI models can enhance productivity but may impact ""back office, white-collar"" work. Realme has confirmed its plans to launch the Realme GT 5 smartphone, and it's shaping up to be an exciting addition to the market, particularly due to its use of giving an option to adjust CPU clock speed. Here is what this means and why people should care. Grindr, the popular gay dating app, is not just for finding dates and hookups but also for making professional connections, as revealed by the CEO. With around 25 percent of users using the app for networking, it goes to show that unexpected job opportunities can arise from unexpected places. UIDAI, the governing body of Aadhaar, has issued a warning to Aadhaar users about the rising number of fraud and scam cases. It has urged citizens to be cautious and avoid sharing personal information photos, including Aadhaar photo through unofficial channels. Elon Musk's departure from OpenAI was described as 'difficult' by CEO Sam Altman, who had to reorient his life and ensure sufficient funding for the company when the Twitter owner left. You might be shocked to know that a 22-year-old boy along with other suspects managed to deceive Amazon of a whopping Rs 20 lakh by faking the return of expensive iPhones. Here is what happened. Users will also need to meet some requirements to attend the ""closed beta programme."" Users must note that beta updates can be laden with bugs. In a recent case of online scam, a 39-year-old man in Pune fell victim to a cyber scam and lost Rs 18 lakh. The victim was contacted by an unknown person on social media who offered him a part-time job earning extra money.  A 66-year-old man tried earning some extra money by posting reviews of products on social media. However, he was cheated and lost Rs 17 lakh in the process.  The social media site X, formerly known as Twitter, is set to introduce a controversial new feature to verify users' identities through government-issued IDs and biometric data. While some argue that these checks can help combat fake news, others are concerned about the invasion of privacy and the loss of anonymity online. iQOO Z7 Pro promises to offer crisper photos with the 64-megapixel OIS-enabled camera. The back includes a 2-megapixel bokeh camera as well. Elon Musk, in a tweet, said that journalists should publish directly on X as Twitter plans on hiding news articles' headlines in the future. Meta, formerly known as Facebook, has taken a firm stance on its return-to-office (RTO) policy, announcing that employees must adhere to the mandate or they will be fired. Here are the details."
7 easy books every child should read ,https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/7-easy-books-every-child-should-read-220634-16x9.jpg?VersionId=afD43bN00uh2nhVk_O9QmJn2tTneEAB1&size=690:388,"Listen to Story Establishing healthy reading habits in children from a young age revolves around the cornerstone of sharing reading experiences at home. Through frequently shared reading sessions or reading aloud to them, you can introduce your child to the pleasures of reading and ignite their enthusiasm to engage with books. Panchatantra, signifying ‘Five Books,’ constitutes a compilation of numerous moral narratives featuring animals endowed with human-like intellect and characteristics. These stories and their teachings are intricately interconnected, and the plots transcend the usual simplicity and monotony often associated with moral tales. While many short story collections revolve around the era of independence, this particular book delves into contemporary times. Crafted by the renowned children's author Sudha Murty, the anthology comprises 51 motivational short stories. Just as in her other narratives, these tales are skilfully designed to impart essential life values to children. ‘The Blue Umbrella’ stands as a 1980 Indian novel penned by Ruskin Bond. Within the array of Ruskin Bond's literary works, ‘The Blue Umbrella’ has garnered extensive praise from both readers and critics. Despite its brevity, this novella imparts profoundly resonant moral teachings that leave a lasting impact. ‘Malgudi Days' is RK Narayan's short story collection that has been appreciated all over the world. First published in 1943, it consists of 32 short stories that perfectly capture rural life in that era. The Hitopadesh/Hitopadesha is a collection of stories presumably written in the 12th-century. The origins are unknown but the tales are timeless. With its vibrant illustrations and simple narrative, this book is a delightful way to introduce young children to the concept of days of the week, basic counting, and metamorphosis. The story follows the journey of a caterpillar as it transforms into a beautiful butterfly. A soothing bedtime read, ‘Goodnight Moon’ has been a cherished part of many children's night-time routines. The book's rhythmic text and calming illustrations create a tranquil atmosphere, making it the perfect choice for winding down before sleep. --- These seven easy books are just the tip of the iceberg when it comes to the rich world of children's literature. Reading these stories with children not only introduces them to foundational literacy skills but also instills a love for reading that can last a lifetime. As children immerse themselves in these tales, they not only develop important cognitive skills but also learn valuable life lessons, fostering their emotional intelligence and nurturing their sense of wonder. 
 
 So, whether it's bedtime or playtime, make sure to keep these essential books on your child's reading list."
Sports,,"Asia Cup 2023: KL Rahul was named in India's 17-man squad for Asia Cup 2023. However, chief selector Ajit Agarkar revealed that the star batter picked up a niggle and might not be available for India's opener against Pakistan on September 2. India tour of Ireland: Coach Sitanshu Kotak heaped praise on Jasprit Bumrah and Prasidh Krishna, lauding the performances of both pacers on their return to international cricket after long injury layoffs.  Liverpool midfielder Alexis Mac Allister's red card in Saturday's 3-1 Premier League win over Bournemouth has been overturned. New Zealand cricket team have added four members to their coaching staff who are set to play an important role in the run-up to the ODI World Cup 2023. World Athletics Championships 2023: Asian champion Jyothi Yarraji, who was one India's stars at the meet in Budapest, failed to make it to the semi-finals of the women's 100m hurdles.  AFG vs PAK: Pakistan decimated Afghanistan in the 1st ODI of the 3-match bilateral series. Babar Azam's side were able to bowl AFG out for just 59 runs while defending 202.
 Speaking to India Today's Consulting Editor Rajdeep Sardesai, legendary Viswanathan Anand said R Praggnanandhaa's tenacity and good decision-making skills under pressure make him one of the finest young talents in the world of chess.  Speaking to India Today, legendary Viswanathan Anand heaped praise on R Praggnanandhaa for the 18-year-old's run to the FIDE Chess World Cup 2023 final. Pragg drew the first game of the World Cup final against Magnus Carlsen on Tuesday in Baku.  IRE vs IND, 3rd T20I Preview: India are set to play their third and final T20I match of the series against Ireland. India will be aiming for a clean sweep while trying out their bench strength further. AFG vs PAK: Afghanistan suffered a humiliating loss against Pakistan in the 1st ODI of their 3-match bilateral series. Chasing 202 runs, AFG were bowled out for just 59 runs.
 Former champion PV Sindhu was ousted in the second round after losing to familiar foe Nozomi Okuhara 14-21, 14-21 in 44 minutes on Tuesday in Copenhagen, Denmark.  Speaking to India Today's Consulting Editor Rajdeep Sardesai, legendary Viswanathan Anand said R Praggnanandhaa's tenacity and good decision-making skills under pressure make him one of the finest young talents in the world of chess.  Speaking to India Today, legendary Viswanathan Anand heaped praise on R Praggnanandhaa for the 18-year-old's run to the FIDE Chess World Cup 2023 final. Pragg drew the first game of the World Cup final against Magnus Carlsen on Tuesday in Baku.  IRE vs IND, 3rd T20I Preview: India are set to play their third and final T20I match of the series against Ireland. India will be aiming for a clean sweep while trying out their bench strength further. AFG vs PAK: Afghanistan suffered a humiliating loss against Pakistan in the 1st ODI of their 3-match bilateral series. Chasing 202 runs, AFG were bowled out for just 59 runs.
 Former champion PV Sindhu was ousted in the second round after losing to familiar foe Nozomi Okuhara 14-21, 14-21 in 44 minutes on Tuesday in Copenhagen, Denmark.  India tour of Ireland: Jitesh Sharma is likely to get an opportunity in the 3rd T20I but he might not replace fellow wicketkeeper-batter Sanju Samson in the line-up. India are 2-0 up in the series.  Spain's acting Prime Minister Pedro Sanchez has said that Spanish Football chief's apology for his unsolicited kiss on Jenni Hermoso is not enough. FIDE Chess World Cup 2023 Final: India's Rameshbabu Praggnanandhaa secured a draw against World No. 1 and 5-times winner Magnus Carlsen with white in the first classical game on Tuesday in Baku.  CPL 2023: Ambati Rayudu became only the second Indian cricketer to play in the men's Caribbean Premier League. Rayudu signed up for St Kitts & Nevis Patriots.  India's Lakshya Sen and HS Prannoy eased past South Korea's Jeon Hyeok-jin and Indonesia's Chico Aura Dwi Wardoyo in the second round of the competition respectively. Chess World Cup 2023 Final Highlights: Indian Grand Master R Praggnanandhaa drew his first game with legendary Magnus Carlsen. After 35 moves, the game on August 22 ended a draw. Carlsen will play with white on Wednesday in the second game.  Former India fast bowler Venkatesh Prasad said he visited a popular temple in New Jersey along with Suniel Shetty and prayed for Indian cricket team's success at the ODI World Cup and KL Rahul's return to form following his return from injury setback.  India batter Shubman Gill won multiple laurels in the 25th edition of CEAT Cricket Ratings awards after a fantastic 2022/23 season.
 India's Lakshya Sen and HS Prannoy eased past South Korea's Jeon Hyeok-jin and Indonesia's Chico Aura Dwi Wardoyo in the second round of the competition respectively. Chess World Cup 2023 Final Highlights: Indian Grand Master R Praggnanandhaa drew his first game with legendary Magnus Carlsen. After 35 moves, the game on August 22 ended a draw. Carlsen will play with white on Wednesday in the second game.  Former India fast bowler Venkatesh Prasad said he visited a popular temple in New Jersey along with Suniel Shetty and prayed for Indian cricket team's success at the ODI World Cup and KL Rahul's return to form following his return from injury setback.  India batter Shubman Gill won multiple laurels in the 25th edition of CEAT Cricket Ratings awards after a fantastic 2022/23 season.
"
Kangana Ranaut reacts after KJo says 'excited to watch Emergency': Last time he...,https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/kangana-ranaut-and-karan-johar-224010-16x9.jpg?VersionId=YL1N1xj4EGUXaUupDM9H8_XoRDmCvlrY&size=690:388,"Listen to Story  to filmmaker Karan Johar's statement that he is 'excited' to watch her movie Emergency.  Kangana recently took to X (formerly known as Twitter) as an internet user commented, ""Really? Change of heart.""  Kangana wrote back, ""Ha ha last time, when he said he was excited to see Manikarnika, the worst smear campaign of my life was unleashed upon me on its releasing weekend."" “Almost all main actors working in the film were paid to sling mud on me and sabotage the film and suddenly the most successful weekend of my life was turned into a living nightmare for meâæ Ha ha I am scared now, very scaredâæ because he is excited againâæ” she added.  Karan Johar was speaking at Express Adda, an event conducted by The Indian Express, where he was asked if he ever plans to make a political film. In response, Karan said he is looking forward to the release of Emergency.  Karan and Kangana's battle of words go back a long way, when Kangana had appeared as one of the guests on the director's chat show Koffee with Karan. At one point in the show, Kangana said, ""In my biopic, if ever it's made, you'll play that stereotypical Bollywood biggie, who is like you know, very snooty and completely intolerant towards outsiders, flag-bearer of nepotism, the movie mafia.” On the work front, while Kangana is looking forward to the release of Emergency, KJo is celebrating his latest success, Rocky Aur Rani Kii Prem Kahaani. "
Dulquer on Sunny Deol's 'Gadar 2' success: I know he has aches and pain...,https://akm-img-a-in.tosshub.com/indiatoday/images/media_bank/202308/dulquer-salmaan-and-sunny-deol-221015-16x9.jpg?VersionId=eGZYChA4pxrhK9r_39eV7bTMNwEYAKW_&size=690:388,"Listen to Story Sunny Deol is happy as can be as he is currently riding a wave of success with his latest release, Gadar 2. As celebrities have been showering praise on the movie and the star,  has also joined that bandwagon.  Recently, the actor spoke to interviewer Siddharth Kannan about the same and said he is very happy for Deol. The two had shared screen space in the 2022 release, Chup: Revenge of the Artist.   said, “I feel happy for him. I know the amount of work he puts into films. I know he has some aches and painsâæ he went through some surgery and stuff. And he now goes and does this full-on action film, and he has put everything into this."" ""Nothing makes me happier than seeing his videos and pictures nowâæ even if he is coming out of the airport or pictures of him on a planeâæ he just looks so happy and glowing. I love it,” Dulquer Salmaan concluded.  On the work front, Dulquer was last seen in the Raj and DK Netflix series Guns and Gulaabs, where he shared screen space with Adarsh Gourav, Rajkummar Rao and Gulshan Devaiah. He is now looking forward to the release of King of Kotha, which releases in cinemas on August 24. "
Movies,,"Megastar Chiranjeevi is celebrating his 68th birthday today, August 22. Wishing the actor, the makers of 'Kalki 2898 AD' shared an unseen clip of Prabhas from the film. Dimple Kapadia recently caught a screening of Sunny Deol's 'Gadar 2' in Mumbai.  Shah Rukh Khan's much-anticipated film 'Jawan' has received a U/A certificate from the censor board. The film is set for release on September 7.  Dulquer Salmaan recently praised his 'Chup' co-star Sunny Deol, who is riding a wave of success thanks to his latest blockbuster, 'Gadar 2.' Actor Kangana Ranaut has reacted after Karan Johar claimed he is 'excited' to watch her political drama Emergency.  Shah Rukh Khan's highly anticipated film 'Jawan' is set to release on September 7. The Atlee-directorial also boasts of a team of Hollywood action directors such as Spiro Razatos who is known for films like 'Captain America'. Hollywood actress Charlize Theron dismissed rumours of facelift and plastic surgery, emphasising her acceptance of natural ageing and the importance of allowing women to age in their own way.  Director Chandoo Mondeti, in a recent interview, confirmed that he's discussing a fantasy film with Suriya. It will be based on four Vedas. Allu Arjun recently had a gala time after he attended the Tomorrowland music festival in Europe. A video of the 'Pushpa' star enjoying the concert has gone viral.  Angad Bedi has revealed that there are four left-handers in 'Ghoomer'. The film, starring Abhishek Bachchan and Saiyami Kher, released on August 18, 2023. Pooja Hegde seems to have opted out of Pawan Kalyan's 'Ustaad Bhagat Singh'. She was replaced by the hot and happening actress Sreeleela.  Hollywood actress Charlize Theron dismissed rumours of facelift and plastic surgery, emphasising her acceptance of natural ageing and the importance of allowing women to age in their own way.  Director Chandoo Mondeti, in a recent interview, confirmed that he's discussing a fantasy film with Suriya. It will be based on four Vedas. Allu Arjun recently had a gala time after he attended the Tomorrowland music festival in Europe. A video of the 'Pushpa' star enjoying the concert has gone viral.  Angad Bedi has revealed that there are four left-handers in 'Ghoomer'. The film, starring Abhishek Bachchan and Saiyami Kher, released on August 18, 2023. Pooja Hegde seems to have opted out of Pawan Kalyan's 'Ustaad Bhagat Singh'. She was replaced by the hot and happening actress Sreeleela.  Ileana D'Cruz recently took to Instagram and shared a heartwarming picture of her son, Koa Phoenix Dolan. Action director Sham Kaushal recently spoke to IndiaToday.in about collaborating with Rajkumar Hirani and superstar Shah Rukh Khan for 'Dunki.' Sham Kaushal in an exclusive chat with India Today.in's Anita Britto spoke about the success of 'Gadar 2', doing action films, and 'OMG 2' clash. Sham also revealed he is excited to watch Akshay Kumar's OMG 2 in theaters. Ashok Selvan and Keerthi Pandian will get married on September 13. Weeks ahead of their wedding, their invite was leaked on the internet. Hollywood star Brad Pitt had undergone a fair bit of physical transformation in order to portray the role of Tyler Durden in the cult David Fincher directorial Fight Club. Ayushmann Khurrana reflects on the underwhelming release of his film 'Action Hero’. He acknowledged that the timing of a film's release can greatly impact its success, but remains confident in the longevity of a well-appreciated film. Actress Swastika Mukherjee took to social media and shared pictures of herself draped in a towel. However, it did not go down well with a lot of people. 'Gadar 2', starring Sunny Deol and directed by Anil Sharma, has been a massive hit at the box office, surpassing expectations and earning Rs 389 crore (nett) in just 11 days. Action director Sham Kaushal opens up about the success of the film, his experience working with Sunny Deol, and the overwhelming response from the audience. Prakash Raj landed in trouble recently over a tweet on Chandraayan-3. He shared a cartoon of a chaiwala with it. Now, a complaint has been registered against him in Karnataka's Bagalkote district. Sunny Deol recently hosted a special screening of ‘Gadar 2’ in London. At the event, he delivered his blockbuster line - ‘Hindustan zindabad tha…’ Megastar Chiranjeevi is celebrating his 68th birthday today, August 22. Several celebrities wished him on social media. Ananya Panday discusses her approach to dealing with failures in an exclusive chat with IndiaToday.in. She also emphasizes the importance of learning from mistakes and moving on in her career, as she prepares for the release of 'Dream Girl 2' on August 25, 2023. Filmmaker Karan Johar recently opened up about whether he would ever make an out and out political movie.  Megastar Chiranjeevi turned 68 today, August 22. Ram Charan took to social media to share a heartwarming wish for his father. The actor also shared an unseen picture of his newly born daughter with her grandfather Chiranjeevi. Haryanvi singer Raju Punjabi died at a private hospital in Hisar on Tuesday, August 22. Haryana Chief Minister Manohar Lal Khattar paid tribute to the singer on Twitter. "
